title1,title2,title3,title4
0.67,0.54,0.51,0.26
0.92,0.43,0.22,0.96
0.7,0.44,0.06,0.59
0.5,0.5,0.23,0.67
0.46,0.12,0.04,0.81
0.13,0.92,0.2,0.66
0.01,0.02,0.1,0.84
0.13,0.69,0.07,0.01
1,0.21,0.67,0.93
0.01,0.21,0.96,0.99
0.11,0.53,0.5,0.5
0.23,0.74,0.58,0.81
0.37,0.91,0.18,0.68
1,0.07,0.62,0.93
0.95,0.18,0.98,0.31
0.56,0.04,0.26,0.83
0.03,0.48,0.91,0.61
0.47,0.56,0.74,0.69
0.33,0.64,0.29,0.83
0.78,0.43,0.64,0.5
0.32,0.93,0.4,0.51
0.28,0.94,0.51,0.47
0.34,0.69,0.43,0.78
0.52,0.75,0.71,0.9
0.92,0.13,0.42,0.99
0.33,0.01,0.29,0.98
0.58,0.61,0.87,0.87
0.07,0.76,0.33,0.45
0.53,0.66,0.09,0.46
0.97,0.03,0.54,0.5
0.49,0.1,0.63,0.25
0.81,0.61,0.03,0.54
0.6,0.86,0.54,0.31
0.73,0.51,0.59,0.76
0.68,0.46,0.83,0.49
0.98,0.55,0.37,0.49
0.55,0.17,0.84,0.46
0.57,0.11,0.06,0.47
0.59,0.06,0.55,0.86
0.26,0.54,0.53,0.66
0.72,0.88,0.75,0.21
0.06,0.53,0.16,0.25
0.15,0.26,0.72,0.24
0.96,0.12,0.67,0.11
0.14,0.95,0.65,0.01
0.08,0.75,0.74,0.86
0.14,0.69,0.4,0.79
0.06,0.13,0.21,0.78
0.86,0.02,0.17,0.76
0.36,0.59,0.56,0.39
0.92,0.6,0.16,0.52
0.54,0.65,0.51,0.51
0.28,0.06,0.29,0.77
0.39,0.02,0.66,0.95
0.55,0.64,0.23,0.84
0.99,0.43,0.65,0.5
0.08,0.27,0.26,0.44
0.46,0.24,0.59,0.98
0.38,0.44,0.55,0.54
0.09,0.52,0.57,0.52
0.68,0.95,0.34,0.17
0.56,0.09,0.3,0.07
0.22,0.94,0.91,0.83
0.39,0.6,0.77,0.76
0.82,0.31,0.6,0.54
0.16,0.86,0.33,0.8
0.27,0.87,1,0.44
0.09,0.06,0.36,0.82
0.86,0.44,0.38,0.64
0.94,0.68,0.43,0.66
0.31,0.68,0.78,0.1
0.13,0.19,0.95,0.02
0.23,0.85,0.83,0.04
0.02,0.31,0.25,0.05
0.8,0.24,0.37,0.85
0.54,1,0.85,0.18
0.36,0.7,0.3,0.92
0.8,0.16,0.22,0.14
0.9,0.28,0.25,0.73
0.51,0.48,0.88,0.34
0.21,0.72,0.79,0.03
0.76,0.06,0.51,0.52
0.35,0.66,0.47,0.34
0.93,0.34,0.86,0.55
0.04,0.23,0.18,0.17
0.34,0.03,0.07,0.59
0.66,0.85,0.65,0.25
0.75,0.56,0.6,0.56
0.62,0.04,0.44,0.46
0.43,0.57,0.77,0.35
0.57,0.66,0.34,0.56
0.47,0.47,0.04,0.61
0.69,0.4,1,0.29
0.75,0.19,0.65,0.94
0.71,0.52,0.49,0.11
0.68,0.77,0.39,0.56
0.63,0.64,0.37,0.53
0.7,0.8,0.45,0.48
0.84,0.4,0.04,0.28
0.18,0.37,0.11,0.63
0.05,0.43,0.35,0.8
0.73,0.21,0.21,0.29
0.39,0.87,0.58,0.55
0.43,0.96,0.87,0.66
0.71,0.15,0.33,0.65
0.1,0.14,0.97,0.78
0.93,0.38,0.89,0.42
0.07,0.93,0.8,0.17
0.81,0.04,0.13,0.58
0.95,0.9,0.42,0.19
0.43,0.81,0.48,0.63
0.39,0.17,0.25,0.49
0.89,0.23,0.47,0.93
0.32,0.2,0.68,0.72
0.91,0.97,0.66,0.78
0.94,0.46,0.89,0.5
0.78,0.07,0.34,0.36
0.21,0.71,0.98,0.27
0.78,0.47,0.83,0.63
0.92,0.68,0.75,0.66
0.34,0.43,0.31,0.62
0.14,0.04,0.98,0.36
0.88,0.35,0.83,0.76
0.21,0.33,0.28,0.92
