title1,title2,title3,title4
0.96,0.68,0.51,0.6
0.77,0.32,0.54,0.09
0.87,0.39,0.66,0.15
0.15,0.81,0.82,0.18
0.92,0.72,0.71,0.54
0.21,0.85,0.61,0.44
0.54,0.21,0.22,0.36
0.26,0.65,0.02,0.01
0.67,0.81,0.08,0.02
0.46,0.42,0.41,0.47
0.61,0.68,0.34,0.1
0.41,0.48,0.76,0.14
0.54,0.69,0.85,0.68
0.91,0.87,0.06,0.51
0.8,0.68,0.87,0.77
0.3,0.39,0.54,0.85
0.74,0.29,0.43,0.12
0.2,0.63,0.94,0.4
0.72,0.54,0.88,0.57
0.14,0.27,0.84,0.63
0.3,0.63,0.85,0.75
0.58,0.51,0.1,0.71
0.86,0.96,0.68,0.15
0.55,0.55,0.52,0.19
1,0.44,0.41,0.73
0.64,0.49,0.22,0.38
0.81,0.87,0.15,0.24
0.42,0.81,0.11,0.44
0.6,0.3,0.57,0.09
0.13,0.49,1,0.36
0.42,0.74,0.04,0.36
0.87,0.91,0.4,0.45
0.58,0.88,0.98,0.57
0.86,0.65,0.62,0.36
0.66,0.5,0.23,0.66
0.69,0.54,0.89,0.62
0.64,0.37,0.79,0.49
0.47,0.93,0.52,0.21
0.45,0.96,0.3,0.19
0.6,0.7,0.6,0.7
0.95,0.56,0.18,0.64
0.97,0.44,0.42,1
0.92,0.41,0.02,0.57
0.27,0.83,0.54,0.53
0.44,0.87,0.4,0.9
0.75,0.29,0.79,0.26
0.54,0.8,0.03,0.8
0.24,0.28,1,0.43
0.85,0.3,0.75,0.72
0.16,0.59,0.52,0.02
0.36,0.63,0.13,0.09
0.21,0.44,0.18,0.47
0.49,0.5,0.81,0.81
0.44,0.65,0.65,0.43
0.19,0.24,0.18,0.44
0.87,0.7,0.32,0.7
0.79,0.95,0.64,0.57
0.73,0.43,0.42,0.7
0.52,0.9,0.86,0.5
0.93,0.34,0.71,0.98
0.15,0.51,0.72,0.05
0.86,0.85,0.23,0.23
0.41,0.77,0.99,0.78
0.94,0.39,0.74,0.34
0.99,0.4,0.85,0.83
0.44,0.6,0.03,0.98
0.46,0.32,0.24,0.69
0.43,0.56,0.08,0.47
1,0.34,0.3,0.23
0.9,0.85,0.33,0.13
0.85,0.23,0.55,0.36
0.6,0.59,0.47,0.76
0.37,0.59,0.51,0.61
0.89,0.98,0.21,0.1
0.51,0.21,0.48,0.57
0.62,0.6,0.89,0.07
0.94,0.69,0.55,0.53
0.92,0.63,0.08,0.78
0.29,0.69,0.16,0.74
0.97,0.62,0.35,0.87
0.41,0.49,0.08,0.7
0.41,0.41,0.33,0.57
0.34,0.91,0.01,0.9
0.97,0.69,0.18,0.02
0.35,0.42,0.89,0.78
0.36,0.66,0.99,0.57
0.39,0.88,0.77,0.01
0.74,0.32,0.26,0.36
0.32,0.51,0.95,0.6
0.44,0.68,0.28,0.57
0.34,0.87,0.61,0.96
0.36,0.28,0.66,0.89
0.58,0.41,0.47,0.2
0.9,0.26,0.7,0.39
0.31,0.45,0.55,0.96
0.53,0.86,0.39,0.32
0.57,0.72,0.41,0.44
0.48,0.83,0.51,0.1
0.57,0.62,0.76,0.13
0.77,0.34,0.45,0.58
0.24,0.77,0.96,0.16
0.21,0.37,0.01,0.96
0.52,0.7,0.42,0.93
0.46,0.48,0.14,0.98
0.64,0.89,0.98,0.23
0.94,0.77,0.21,0.38
0.27,0.36,0.21,0.49
0.86,0.49,0.84,0.92
0.17,0.69,0.29,0.04
0.78,0.92,0.47,0.38
0.1,0.51,0.71,0.32
0.69,0.63,0.15,0.11
0.94,0.66,0.95,0.34
0.95,0.97,0.52,0.26
0.57,0.65,0.23,0.95
0.49,0.34,0.58,0.57
0.9,0.61,0.37,0.12
0.9,0.39,0.77,0.13
0.66,0.45,0.96,0.47
0.84,0.71,0.19,0.61
0.73,0.96,0.14,0.48
0.83,0.38,0.44,0.04
0.61,0.35,0.19,0.71
0.22,0.49,0.26,0.39
